Producto,Categoría del Producto,Precio,Costo de envío,Fecha de Compra,Vendedor,Lugar de Compra,Calificación,Método de pago,Cantidad de cuotas,lat,lon,Sucursal,Ingreso
Cubertería,Artículos para el hogar,49600.0,2900.0,2020-06-29,Juan Fernandez,Cartagena,1,Tarjeta de crédito,2,10.39972,-75.51444,Tienda 4,46700.0
Carrito de control remoto,Juguetes,79000.0,2400.0,2021-02-11,Beatriz Morales,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,76600.0
Modelado predictivo,Libros,64600.0,1600.0,2022-03-19,Santiago Silva,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,63000.0
Kit de bancas,Muebles,311900.0,16800.0,2021-05-30,Camila Rivera,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,295100.0
Mochila,Deportes y diversión,94000.0,3200.0,2022-03-31,Juliana Costa,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,90800.0
Set de vasos,Artículos para el hogar,44300.0,0.0,2021-04-03,Rafael Acosta,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,44300.0
Silla de oficina,Muebles,327800.0,17700.0,2022-02-24,Ángel Rodriguez,Bogotá,3,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,310100.0
Bloques de construcción,Juguetes,28000.0,0.0,2021-05-31,Santiago Silva,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,28000.0
Asistente virtual,Electrónicos,177900.0,9700.0,2020-05-10,Maria Alfonso,Medellín,4,Tarjeta de crédito,6,6.25184,-75.56359,Tienda 4,168200.0
Sofá reclinable,Muebles,693200.0,37100.0,2023-02-24,Izabela de León,Pereira,4,Tarjeta de crédito,10,4.81333,-75.69611,Tienda 4,656100.0
Modelado predictivo,Libros,61800.0,3700.0,2020-07-13,Juan Fernandez,Riohacha,4,Tarjeta de crédito,1,11.54444,-72.90722,Tienda 4,58100.0
Batería,Instrumentos musicales,1069000.0,57300.0,2022-08-18,Blanca Ramirez,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,1011700.0
Estufa,Electrodomésticos,915500.0,46900.0,2020-11-08,Felipe Santos,Bogotá,4,Tarjeta de débito,1,4.60971,-74.08175,Tienda 4,868600.0
Balón de voleibol,Deportes y diversión,38400.0,2800.0,2022-07-05,Santiago Silva,Cúcuta,1,Tarjeta de crédito,3,7.89391,-72.50782,Tienda 4,35600.0
Ciencia de datos con Python,Libros,69800.0,3900.0,2022-05-18,Juan Fernandez,Riohacha,5,Nequi,1,11.54444,-72.90722,Tienda 4,65900.0
Cama king,Muebles,432400.0,23700.0,2021-07-30,Juan Fernandez,Leticia,3,Tarjeta de crédito,5,-4.21528,-69.94056,Tienda 4,408700.0
Refrigerador,Electrodomésticos,2449100.0,130600.0,2021-09-27,Lucas Olivera,Bogotá,4,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 4,2318500.0
Sofá reclinable,Muebles,615800.0,33200.0,2020-03-29,Ángel Rodriguez,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,582600.0
Ciencia de datos con Python,Libros,54700.0,1100.0,2023-03-10,Ángel Rodriguez,Bogotá,2,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,53600.0
TV LED UHD 4K,Electrónicos,1862100.0,97300.0,2020-06-08,Maria Alfonso,Bogotá,3,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,1764800.0
Cubo mágico 8x8,Juguetes,8000.0,0.0,2023-01-09,Juliana Costa,Bogotá,3,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 4,8000.0
Iniciando en programación,Libros,50500.0,900.0,2022-08-22,Pedro Gomez,Cali,5,Tarjeta de crédito,10,3.43722,-76.5225,Tienda 4,49600.0
Asistente virtual,Electrónicos,167800.0,7100.0,2021-05-16,Blanca Ramirez,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 4,160700.0
Impresora,Electrónicos,316500.0,23700.0,2021-11-06,Blanca Ramirez,Cali,5,Tarjeta de crédito,2,3.43722,-76.5225,Tienda 4,292800.0
Smart TV,Electrónicos,1510500.0,80900.0,2021-12-06,Felipe Santos,Bogotá,2,Nequi,1,4.60971,-74.08175,Tienda 4,1429600.0
Cama box,Muebles,498300.0,24700.0,2021-07-01,Beatriz Morales,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,473600.0
Cubertería,Artículos para el hogar,32900.0,4100.0,2022-05-12,Rafael Acosta,Riohacha,1,Tarjeta de crédito,1,11.54444,-72.90722,Tienda 4,28800.0
Dashboards con Power BI,Libros,28900.0,1800.0,2021-01-22,Maria Alfonso,Medellín,1,Cupón,1,6.25184,-75.56359,Tienda 4,27100.0
Set de vasos,Artículos para el hogar,26800.0,1800.0,2021-06-14,Lucas Olivera,Pereira,1,Tarjeta de crédito,8,4.81333,-75.69611,Tienda 4,25000.0
Celular ABXY,Electrónicos,922700.0,47300.0,2021-12-06,Mariana Herrera,Bogotá,3,Cupón,1,4.60971,-74.08175,Tienda 4,875400.0
Iphone 15,Electrónicos,2516700.0,134700.0,2021-10-26,Mariana Herrera,Medellín,2,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,2382000.0
Auriculares,Electrónicos,71100.0,2000.0,2020-10-09,Juan Fernandez,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,69100.0
TV LED UHD 4K,Electrónicos,2175500.0,116100.0,2021-09-19,Izabela de León,Bogotá,1,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,2059400.0
Olla de presión,Artículos para el hogar,86300.0,5300.0,2023-02-24,Beatriz Morales,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,81000.0
Impresora,Electrónicos,352700.0,17000.0,2021-09-27,Santiago Silva,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 4,335700.0
Cama box,Muebles,722700.0,36700.0,2023-03-16,Felipe Santos,Bogotá,5,Cupón,1,4.60971,-74.08175,Tienda 4,686000.0
Modelado predictivo,Libros,56800.0,8900.0,2021-08-09,Ángel Rodriguez,Medellín,3,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,47900.0
Cubertería,Artículos para el hogar,31400.0,0.0,2021-01-12,Juan Fernandez,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,31400.0
Set de ollas,Artículos para el hogar,210500.0,9400.0,2020-04-24,Blanca Ramirez,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,201100.0
Kit de bancas,Muebles,278800.0,15100.0,2020-06-20,Rafael Acosta,Medellín,3,Cupón,1,6.25184,-75.56359,Tienda 4,263700.0
Balón de baloncesto,Deportes y diversión,35900.0,0.0,2021-02-18,Juliana Costa,Bogotá,5,Cupón,1,4.60971,-74.08175,Tienda 4,35900.0
Smartwatch,Electrónicos,177500.0,16300.0,2022-06-18,Mariana Herrera,Cartagena,5,Tarjeta de crédito,1,10.39972,-75.51444,Tienda 4,161200.0
Cama king,Muebles,880700.0,45100.0,2021-07-15,Izabela de León,Medellín,4,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,835600.0
Balón de baloncesto,Deportes y diversión,54400.0,1100.0,2020-05-12,Ángel Rodriguez,Cali,1,Tarjeta de crédito,3,3.43722,-76.5225,Tienda 4,53300.0
Cubo mágico 8x8,Juguetes,13200.0,900.0,2022-04-13,Mariana Herrera,Medellín,1,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 4,12300.0
Juego de mesa,Juguetes,215500.0,9700.0,2022-11-05,Lucas Olivera,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,205800.0
Bicicleta,Deportes y diversión,426100.0,20900.0,2021-12-13,Izabela de León,Bogotá,1,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,405200.0
Balón de baloncesto,Deportes y diversión,24800.0,1700.0,2020-09-09,Izabela de León,Bogotá,5,Cupón,1,4.60971,-74.08175,Tienda 4,23100.0
Cubo mágico 8x8,Juguetes,12800.0,1100.0,2020-10-05,Beatriz Morales,Medellín,5,Tarjeta de crédito,5,6.25184,-75.56359,Tienda 4,11700.0
Tablet ABXY,Electrónicos,1645800.0,88000.0,2020-07-11,Pedro Gomez,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,1557800.0
Impresora,Electrónicos,332800.0,15900.0,2020-09-11,Mariana Herrera,Medellín,4,Tarjeta de débito,1,6.25184,-75.56359,Tienda 4,316900.0
Tablet ABXY,Electrónicos,1536300.0,80000.0,2020-11-15,Juan Fernandez,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,1456300.0
Mesa de centro,Muebles,217700.0,12000.0,2021-01-20,Blanca Ramirez,Santa Marta,5,Tarjeta de crédito,5,11.24079,-74.19904,Tienda 4,205700.0
Smartwatch,Electrónicos,165600.0,13600.0,2021-09-26,Camila Rivera,Medellín,4,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 4,152000.0
Secadora de ropa,Electrodomésticos,1242100.0,64300.0,2020-05-02,Izabela de León,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359,Tienda 4,1177800.0
Set de ollas,Artículos para el hogar,156000.0,6500.0,2020-01-13,Mariana Herrera,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 4,149500.0
Dinosaurio Rex,Juguetes,20000.0,1500.0,2021-01-16,Rafael Acosta,Bogotá,3,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,18500.0
Auriculares con micrófono,Electrónicos,39000.0,2500.0,2020-12-05,Rafael Acosta,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,36500.0
Dashboards con Power BI,Libros,43700.0,0.0,2021-03-17,Izabela de León,Bucaramanga,2,Tarjeta de crédito,4,7.12539,-73.1198,Tienda 4,43700.0
Ciencia de datos con Python,Libros,38800.0,2700.0,2020-07-23,Juliana Costa,Bogotá,1,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,36100.0
Guitarra eléctrica,Instrumentos musicales,688500.0,37100.0,2022-12-06,Lucas Olivera,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 4,651400.0
Cama king,Muebles,426200.0,23400.0,2020-09-28,Blanca Ramirez,Bogotá,2,Tarjeta de crédito,5,4.60971,-74.08175,Tienda 4,402800.0
Dinosaurio Rex,Juguetes,20500.0,3500.0,2020-02-02,Felipe Santos,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,17000.0
Carrito de control remoto,Juguetes,65400.0,10700.0,2021-12-17,Lucas Olivera,Cali,1,Tarjeta de crédito,3,3.43722,-76.5225,Tienda 4,54700.0
Guitarra eléctrica,Instrumentos musicales,648800.0,32700.0,2022-01-15,Maria Alfonso,Medellín,3,Nequi,1,6.25184,-75.56359,Tienda 4,616100.0
Cubo mágico 8x8,Juguetes,11800.0,3000.0,2020-03-07,Beatriz Morales,Cali,4,Nequi,1,3.43722,-76.5225,Tienda 4,8800.0
Kit de bancas,Muebles,253000.0,13700.0,2020-02-06,Camila Rivera,Bogotá,2,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,239300.0
Set de ollas,Artículos para el hogar,112400.0,6400.0,2021-01-21,Izabela de León,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,106000.0
Balón de voleibol,Deportes y diversión,54200.0,3100.0,2023-02-03,Lucas Olivera,Cali,4,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,51100.0
Auriculares con micrófono,Electrónicos,211900.0,9500.0,2021-06-06,Pedro Gomez,Bogotá,5,Tarjeta de crédito,7,4.60971,-74.08175,Tienda 4,202400.0
Asistente virtual,Electrónicos,260100.0,14400.0,2022-03-04,Santiago Silva,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,245700.0
Kit de bancas,Muebles,291300.0,13700.0,2020-12-24,Rafael Acosta,Leticia,5,Tarjeta de crédito,4,-4.21528,-69.94056,Tienda 4,277600.0
Vaso térmico,Deportes y diversión,38300.0,2300.0,2021-05-09,Lucas Olivera,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,36000.0
Kit de bancas,Muebles,228500.0,12700.0,2020-10-06,Lucas Olivera,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,215800.0
Mesa de comedor,Muebles,237800.0,12900.0,2022-06-01,Felipe Santos,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,224900.0
Dashboards con Power BI,Libros,33900.0,0.0,2020-03-10,Maria Alfonso,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 4,33900.0
Set de vasos,Artículos para el hogar,22300.0,3600.0,2021-11-26,Rafael Acosta,Cali,1,Nequi,1,3.43722,-76.5225,Tienda 4,18700.0
Mesa de noche,Muebles,289900.0,13600.0,2020-03-22,Beatriz Morales,Medellín,4,Cupón,1,6.25184,-75.56359,Tienda 4,276300.0
Silla de oficina,Muebles,447300.0,24000.0,2022-06-27,Mariana Herrera,Santa Marta,4,Tarjeta de crédito,1,11.24079,-74.19904,Tienda 4,423300.0
Sofá reclinable,Muebles,632600.0,36100.0,2022-01-23,Pedro Gomez,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,596500.0
Cubertería,Artículos para el hogar,52900.0,1000.0,2021-11-12,Maria Alfonso,Santa Marta,1,Tarjeta de crédito,3,11.24079,-74.19904,Tienda 4,51900.0
Sofá reclinable,Muebles,677900.0,36800.0,2021-08-01,Juliana Costa,Bogotá,1,Tarjeta de débito,1,4.60971,-74.08175,Tienda 4,641100.0
Cubertería,Artículos para el hogar,55600.0,3500.0,2022-10-12,Pedro Gomez,Santa Marta,4,Tarjeta de crédito,3,11.24079,-74.19904,Tienda 4,52100.0
Iphone 15,Electrónicos,2365300.0,126300.0,2021-07-07,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,2239000.0
Dashboards con Power BI,Libros,27100.0,0.0,2021-01-23,Mariana Herrera,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,27100.0
Vaso térmico,Deportes y diversión,40200.0,2400.0,2021-07-07,Juliana Costa,Cali,1,Tarjeta de crédito,8,3.43722,-76.5225,Tienda 4,37800.0
Smartwatch,Electrónicos,136500.0,5500.0,2021-02-12,Pedro Gomez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,131000.0
Smart TV,Electrónicos,1398900.0,74700.0,2022-08-21,Santiago Silva,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,1324200.0
Refrigerador,Electrodomésticos,1823400.0,97800.0,2021-05-27,Maria Alfonso,Barranquilla,5,Tarjeta de crédito,1,10.96854,-74.78132,Tienda 4,1725600.0
Modelado predictivo,Libros,63400.0,3900.0,2020-01-20,Camila Rivera,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,59500.0
Refrigerador,Electrodomésticos,1580100.0,84400.0,2021-09-11,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,8,4.60971,-74.08175,Tienda 4,1495700.0
Cama box,Muebles,481100.0,23800.0,2021-02-11,Beatriz Morales,Bogotá,2,Nequi,1,4.60971,-74.08175,Tienda 4,457300.0
Silla de oficina,Muebles,355100.0,17100.0,2022-12-26,Juan Fernandez,Bogotá,3,Tarjeta de crédito,7,4.60971,-74.08175,Tienda 4,338000.0
Guitarra eléctrica,Instrumentos musicales,721700.0,36600.0,2021-07-18,Lucas Olivera,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 4,685100.0
Carrito de control remoto,Juguetes,83000.0,4600.0,2020-05-29,Beatriz Morales,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,78400.0
Auriculares,Electrónicos,83800.0,2700.0,2020-10-14,Izabela de León,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,81100.0
Auriculares con micrófono,Electrónicos,244200.0,11200.0,2023-02-15,Beatriz Morales,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,233000.0
Ciencia de datos con Python,Libros,37900.0,7700.0,2022-03-01,Izabela de León,Medellín,1,Tarjeta de crédito,6,6.25184,-75.56359,Tienda 4,30200.0
Mesa de centro,Muebles,204900.0,9100.0,2021-11-15,Blanca Ramirez,Cali,1,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,195800.0
Set de vasos,Artículos para el hogar,25300.0,1900.0,2020-08-30,Santiago Silva,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,23400.0
Kit de bancas,Muebles,245300.0,13500.0,2021-09-08,Pedro Gomez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,231800.0
Impresora,Electrónicos,244700.0,13200.0,2021-05-29,Blanca Ramirez,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,231500.0
Auriculares,Electrónicos,42200.0,0.0,2022-02-20,Mariana Herrera,Medellín,4,Nequi,1,6.25184,-75.56359,Tienda 4,42200.0
Carrito de control remoto,Juguetes,54200.0,3300.0,2020-05-27,Mariana Herrera,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,50900.0
Iniciando en programación,Libros,35200.0,2100.0,2021-05-15,Ángel Rodriguez,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 4,33100.0
Set de ollas,Artículos para el hogar,169100.0,7200.0,2020-12-10,Juliana Costa,Medellín,4,Nequi,1,6.25184,-75.56359,Tienda 4,161900.0
Smartwatch,Electrónicos,185100.0,10100.0,2021-08-29,Camila Rivera,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,175000.0
Ajedrez de madera,Juguetes,35800.0,2300.0,2020-04-15,Pedro Gomez,Bogotá,5,Tarjeta de débito,1,4.60971,-74.08175,Tienda 4,33500.0
Mesa de centro,Muebles,116200.0,6600.0,2022-08-27,Santiago Silva,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,109600.0
Lavavajillas,Electrodomésticos,1214500.0,62900.0,2022-02-09,Rafael Acosta,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,1151600.0
Cama box,Muebles,619000.0,31100.0,2020-03-28,Juliana Costa,Medellín,4,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,587900.0
Silla de oficina,Muebles,282400.0,20900.0,2020-03-08,Beatriz Morales,Medellín,4,Nequi,1,6.25184,-75.56359,Tienda 4,261500.0
Juego de mesa,Juguetes,125800.0,4900.0,2022-03-10,Juan Fernandez,Pereira,5,Tarjeta de crédito,6,4.81333,-75.69611,Tienda 4,120900.0
Batería,Instrumentos musicales,777900.0,39600.0,2020-12-13,Lucas Olivera,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,738300.0
Batería,Instrumentos musicales,909700.0,49100.0,2022-02-23,Santiago Silva,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,860600.0
Estufa,Electrodomésticos,654400.0,35200.0,2020-11-08,Maria Alfonso,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,619200.0
Sofá reclinable,Muebles,632100.0,31800.0,2020-12-11,Camila Rivera,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 4,600300.0
TV LED UHD 4K,Electrónicos,1682700.0,90600.0,2021-04-24,Pedro Gomez,Cali,4,Cupón,1,3.43722,-76.5225,Tienda 4,1592100.0
Pandereta,Instrumentos musicales,82100.0,2600.0,2022-03-01,Pedro Gomez,Bucaramanga,5,Tarjeta de crédito,1,7.12539,-73.1198,Tienda 4,79500.0
Impresora,Electrónicos,372000.0,20300.0,2021-11-30,Maria Alfonso,Bogotá,5,Tarjeta de crédito,8,4.60971,-74.08175,Tienda 4,351700.0
Set de vasos,Artículos para el hogar,36000.0,2100.0,2022-04-23,Santiago Silva,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,33900.0
Cubertería,Artículos para el hogar,39900.0,0.0,2020-08-11,Santiago Silva,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,39900.0
Pandereta,Instrumentos musicales,70500.0,1900.0,2022-07-10,Rafael Acosta,Medellín,4,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,68600.0
Batería,Instrumentos musicales,757200.0,40700.0,2020-03-12,Rafael Acosta,Bogotá,4,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 4,716500.0
Estufa,Electrodomésticos,415700.0,24500.0,2020-09-18,Juliana Costa,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,391200.0
Smart TV,Electrónicos,1853100.0,96900.0,2022-09-03,Juan Fernandez,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 4,1756200.0
Cubertería,Artículos para el hogar,43000.0,2700.0,2021-01-23,Juliana Costa,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,40300.0
Carrito de control remoto,Juguetes,59100.0,3400.0,2020-12-19,Juliana Costa,Cali,4,Tarjeta de crédito,2,3.43722,-76.5225,Tienda 4,55700.0
Asistente virtual,Electrónicos,146200.0,12500.0,2021-07-24,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,133700.0
Mesa de noche,Muebles,293900.0,13800.0,2022-06-25,Ángel Rodriguez,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 4,280100.0
Mesa de noche,Muebles,297400.0,14000.0,2021-12-21,Mariana Herrera,Cali,1,Tarjeta de crédito,8,3.43722,-76.5225,Tienda 4,283400.0
Iniciando en programación,Libros,58200.0,3800.0,2020-08-27,Felipe Santos,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 4,54400.0
Lavadora de ropa,Electrodomésticos,1544900.0,86900.0,2020-12-12,Beatriz Morales,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,1458000.0
Tablet ABXY,Electrónicos,737500.0,37500.0,2021-03-10,Juliana Costa,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,700000.0
Vaso térmico,Deportes y diversión,49100.0,3000.0,2022-02-24,Juliana Costa,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,46100.0
Auriculares con micrófono,Electrónicos,76600.0,4500.0,2021-11-06,Santiago Silva,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 4,72100.0
Auriculares,Electrónicos,52500.0,1000.0,2020-12-25,Izabela de León,Barranquilla,5,Tarjeta de crédito,3,10.96854,-74.78132,Tienda 4,51500.0
Smartwatch,Electrónicos,178100.0,10700.0,2022-08-01,Ángel Rodriguez,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,167400.0
Sofá reclinable,Muebles,674700.0,36600.0,2020-09-28,Maria Alfonso,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,638100.0
Carrito de control remoto,Juguetes,67800.0,6000.0,2021-03-12,Maria Alfonso,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 4,61800.0
Cama box,Muebles,633800.0,34300.0,2022-06-12,Juliana Costa,Bogotá,4,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,599500.0
Set de vasos,Artículos para el hogar,35700.0,0.0,2020-02-06,Rafael Acosta,Bogotá,5,Cupón,1,4.60971,-74.08175,Tienda 4,35700.0
Refrigerador,Electrodomésticos,1657100.0,88600.0,2022-02-12,Felipe Santos,Medellín,5,Tarjeta de crédito,4,6.25184,-75.56359,Tienda 4,1568500.0
Impresora,Electrónicos,225600.0,10200.0,2021-01-07,Mariana Herrera,Neiva,5,Tarjeta de crédito,3,2.9273,-75.28189,Tienda 4,215400.0
Smart TV,Electrónicos,1770400.0,101500.0,2021-11-21,Lucas Olivera,Barranquilla,5,Tarjeta de crédito,8,10.96854,-74.78132,Tienda 4,1668900.0
Set de vasos,Artículos para el hogar,18900.0,1400.0,2021-08-04,Mariana Herrera,Medellín,3,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,17500.0
Cama box,Muebles,393800.0,28400.0,2022-08-30,Santiago Silva,Medellín,5,Tarjeta de crédito,6,6.25184,-75.56359,Tienda 4,365400.0
Secadora de ropa,Electrodomésticos,965900.0,51800.0,2021-04-16,Pedro Gomez,Cartagena,5,Tarjeta de crédito,4,10.39972,-75.51444,Tienda 4,914100.0
Smart TV,Electrónicos,1330900.0,71100.0,2022-03-11,Felipe Santos,Bogotá,3,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 4,1259800.0
Auriculares,Electrónicos,69400.0,3900.0,2022-12-31,Juan Fernandez,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,65500.0
Bicicleta,Deportes y diversión,421900.0,22700.0,2020-03-13,Pedro Gomez,Medellín,5,Tarjeta de crédito,10,6.25184,-75.56359,Tienda 4,399200.0
Olla de presión,Artículos para el hogar,80000.0,5000.0,2021-08-29,Felipe Santos,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,75000.0
Smart TV,Electrónicos,1364100.0,70800.0,2022-02-14,Juliana Costa,Cali,1,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,1293300.0
Cuerda para saltar,Deportes y diversión,8500.0,800.0,2022-03-14,Ángel Rodriguez,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,7700.0
Sofá reclinable,Muebles,688000.0,34800.0,2022-03-10,Beatriz Morales,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,653200.0
Pandereta,Instrumentos musicales,47600.0,2900.0,2020-03-27,Juan Fernandez,Leticia,5,Tarjeta de crédito,4,-4.21528,-69.94056,Tienda 4,44700.0
Kit de bancas,Muebles,308000.0,16800.0,2021-04-13,Camila Rivera,Pereira,1,Tarjeta de crédito,2,4.81333,-75.69611,Tienda 4,291200.0
Bloques de construcción,Juguetes,35200.0,2400.0,2022-04-25,Ángel Rodriguez,Bogotá,2,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,32800.0
Smartwatch,Electrónicos,142000.0,5700.0,2020-09-05,Lucas Olivera,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 4,136300.0
Sillón,Muebles,281600.0,15700.0,2020-01-24,Mariana Herrera,Bogotá,1,Tarjeta de crédito,8,4.60971,-74.08175,Tienda 4,265900.0
Olla de presión,Artículos para el hogar,60200.0,1400.0,2021-01-29,Lucas Olivera,Medellín,3,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 4,58800.0
Modelado predictivo,Libros,80100.0,2500.0,2022-11-25,Juliana Costa,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,77600.0
Guitarra acústica,Instrumentos musicales,238900.0,10900.0,2023-02-25,Lucas Olivera,Neiva,5,Tarjeta de crédito,1,2.9273,-75.28189,Tienda 4,228000.0
TV LED UHD 4K,Electrónicos,2735300.0,146000.0,2022-11-21,Camila Rivera,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 4,2589300.0
Mochila,Deportes y diversión,112400.0,6700.0,2020-01-08,Rafael Acosta,Medellín,3,Cupón,1,6.25184,-75.56359,Tienda 4,105700.0
Cuerda para saltar,Deportes y diversión,13500.0,0.0,2021-05-19,Izabela de León,Bogotá,4,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,13500.0
Lavavajillas,Electrodomésticos,1236600.0,64000.0,2021-11-17,Izabela de León,Medellín,5,Tarjeta de crédito,2,6.25184,-75.56359,Tienda 4,1172600.0
Vaso térmico,Deportes y diversión,59800.0,3400.0,2021-08-11,Ángel Rodriguez,Medellín,3,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,56400.0
